5, 125, 3
125, 6, 2
6, 5, 31
5, 3, 77
3, 6, 29
6, 91, 11
91, 4, 1
4, 78, 9
78, 78, 3515
78, 125, 44
125, 122, 2
122, 192, 1
192, 125, 7
125, 78, 44
78, 3, 287
3, 192, 8
192, 3, 12
3, 125, 8
125, 3, 10
3, 78, 316
3, 3, 841
78, 140, 234
140, 78, 234
78, 196, 62
196, 196, 24
196, 195, 14
195, 3, 20
3, 140, 27
140, 3, 52
78, 195, 90
195, 78, 73
125, 192, 5
125, 240, 7
240, 240, 1607
240, 78, 568
195, 195, 75
195, 196, 17
6, 195, 6
195, 140, 14
140, 197, 1
197, 140, 6
78, 192, 36
125, 102, 1
102, 3, 3
6, 78, 12
78, 102, 43
102, 78, 42
78, 5, 30
5, 5, 85
5, 140, 4
3, 5, 62
5, 4, 5
4, 5, 2
5, 78, 20
102, 102, 239
4, 4, 12
4, 140, 1
78, 240, 538
240, 140, 4
140, 140, 18
102, 5, 2
102, 240, 6
240, 102, 10
5, 63, 1
63, 140, 1
78, 10, 6
10, 240, 1
240, 265, 232
265, 265, 1502
265, 102, 34
102, 265, 25
265, 168, 1541
168, 265, 1599
168, 168, 2090
168, 102, 29
102, 168, 37
168, 192, 1
192, 5, 10
5, 91, 38
91, 141, 1
141, 6, 2
5, 6, 28
6, 6, 3
5, 192, 12
192, 197, 2
197, 5, 8
6, 162, 2
162, 3, 5
91, 6, 4
91, 3, 19
5, 197, 25
197, 91, 5
91, 197, 6
197, 6, 4
91, 5, 28
3, 197, 38
197, 3, 13
6, 3, 21
78, 6, 10
3, 91, 11
3, 162, 1
162, 91, 1
91, 78, 6
192, 162, 1
162, 5, 2
91, 192, 5
91, 265, 3
168, 43, 102
43, 3, 99
3, 43, 76
43, 265, 118
265, 43, 130
3, 168, 931
265, 340, 11
340, 265, 7
265, 3, 867
3, 265, 853
43, 168, 92
168, 3, 874
43, 340, 1
340, 43, 6
168, 340, 8
340, 3, 9
340, 168, 8
168, 195, 4
195, 265, 5
265, 195, 7
3, 195, 17
195, 340, 5
43, 195, 5
43, 43, 38
195, 43, 1
168, 114, 2
114, 162, 365
162, 162, 1134
162, 114, 361
114, 114, 101
168, 146, 78
146, 168, 84
168, 78, 8
168, 142, 1
142, 265, 109
265, 104, 35
104, 3, 80
3, 146, 60
146, 104, 20
104, 104, 15
104, 265, 38
265, 142, 115
142, 3, 149
3, 104, 60
265, 175, 10
175, 175, 46
175, 265, 22
146, 142, 51
142, 142, 159
3, 142, 139
142, 175, 43
175, 142, 52
3, 175, 47
175, 3, 30
104, 142, 40
175, 104, 16
104, 175, 19
142, 104, 55
265, 146, 77
146, 3, 65
146, 265, 51
142, 146, 40
146, 175, 16
104, 146, 12
265, 119, 15
119, 142, 15
3, 220, 2
220, 174, 1
174, 3, 3
125, 4, 3
4, 242, 2
242, 78, 3
5, 220, 3
220, 196, 2
3, 120, 1
120, 78, 4
192, 78, 29
195, 6, 4
196, 5, 1
140, 125, 5
125, 125, 38
78, 120, 6
120, 240, 9
78, 242, 2
196, 192, 3
122, 78, 4
192, 240, 6
240, 120, 4
240, 192, 3
192, 6, 43
6, 196, 2
195, 220, 1
220, 78, 2
196, 78, 60
196, 197, 5
197, 195, 4
10, 78, 3
10, 40, 1
40, 192, 1
192, 242, 1
78, 265, 128
265, 78, 101
265, 240, 262
240, 219, 2
219, 3, 3
146, 146, 45
168, 5, 2
5, 266, 1
266, 125, 1
5, 33, 4
33, 6, 3
240, 5, 1
195, 39, 2
39, 140, 1
240, 45, 2
45, 240, 1
125, 5, 4
240, 125, 4
196, 3, 3
5, 195, 6
6, 140, 1
102, 33, 4
33, 102, 2
33, 78, 5
195, 102, 12
192, 102, 1
102, 195, 8
102, 120, 1
3, 4, 3
4, 168, 1
3, 119, 3
119, 175, 2
142, 114, 1
162, 175, 1
175, 174, 4
174, 174, 118
174, 57, 4
57, 175, 4
175, 54, 4
54, 175, 5
175, 6, 4
6, 174, 4
174, 11, 4
11, 45, 4
45, 33, 4
33, 192, 5
192, 33, 4
33, 5, 34
197, 192, 41
6, 33, 30
192, 192, 58
6, 192, 4
192, 243, 4
243, 125, 4
125, 91, 6
91, 258, 4
258, 311, 4
311, 240, 4
240, 174, 5
174, 175, 4
175, 191, 4
191, 122, 4
122, 268, 3
268, 45, 3
45, 45, 3
45, 5, 3
265, 201, 1
201, 192, 1
45, 78, 1
3, 196, 3
78, 39, 1
39, 195, 1
195, 4, 1
140, 240, 4
240, 40, 2
40, 125, 1
3, 311, 1
311, 5, 3
5, 122, 1
192, 91, 4
78, 91, 2
192, 120, 5
195, 5, 7
78, 197, 3
197, 78, 1
3, 240, 3
