102, 91, 5
91, 195, 41
195, 6, 15
6, 5, 97
5, 197, 123
197, 192, 242
192, 6, 217
6, 33, 92
33, 5, 113
5, 3, 229
3, 197, 123
192, 192, 185
6, 125, 118
125, 125, 146
125, 91, 46
91, 3, 46
3, 6, 135
6, 91, 101
195, 5, 96
192, 3, 87
3, 3, 724
91, 5, 99
125, 3, 40
3, 195, 30
3, 5, 115
5, 5, 157
91, 13, 8
13, 196, 7
196, 5, 10
91, 199, 6
199, 195, 9
3, 102, 8
102, 102, 306
102, 3, 7
3, 196, 3
196, 6, 4
91, 91, 38
91, 4, 7
4, 265, 48
265, 168, 1070
168, 168, 2558
168, 195, 9
195, 168, 6
168, 265, 1149
168, 3, 635
3, 168, 688
265, 3, 445
265, 43, 124
43, 3, 92
3, 265, 460
43, 168, 89
265, 265, 733
43, 265, 42
3, 43, 39
168, 340, 10
340, 168, 9
168, 43, 60
340, 265, 6
43, 43, 24
3, 142, 98
142, 3, 110
3, 104, 33
104, 265, 26
265, 142, 166
142, 142, 416
142, 265, 162
142, 175, 7
175, 175, 75
175, 91, 3
91, 142, 3
142, 146, 70
146, 3, 34
142, 119, 3
119, 265, 4
265, 146, 48
146, 265, 36
265, 104, 29
104, 3, 35
3, 146, 31
146, 104, 8
146, 175, 4
175, 146, 2
146, 142, 76
142, 104, 32
104, 142, 33
265, 102, 83
102, 142, 162
102, 265, 70
142, 102, 132
265, 119, 7
119, 142, 5
102, 174, 3
174, 174, 97
174, 122, 6
122, 91, 7
91, 33, 10
5, 221, 13
221, 140, 5
140, 27, 13
27, 174, 25
174, 27, 13
27, 221, 13
221, 3, 14
3, 221, 13
221, 27, 12
174, 6, 12
6, 199, 12
199, 201, 12
201, 13, 12
13, 102, 40
102, 5, 88
5, 13, 13
102, 13, 82
5, 140, 30
140, 197, 18
192, 140, 16
140, 91, 19
91, 6, 36
6, 196, 15
196, 91, 1
4, 4, 96
4, 33, 2
196, 196, 27
196, 102, 35
102, 221, 11
221, 221, 28
221, 102, 9
142, 91, 10
168, 102, 42
102, 168, 42
168, 142, 1
142, 78, 586
78, 102, 372
13, 78, 257
78, 78, 652
78, 142, 556
102, 78, 229
78, 146, 146
146, 78, 140
102, 195, 73
195, 78, 63
102, 6, 81
6, 78, 64
142, 195, 27
195, 142, 19
146, 6, 8
6, 102, 47
102, 146, 19
146, 102, 15
142, 6, 59
78, 6, 51
6, 142, 67
6, 6, 29
195, 146, 7
142, 13, 14
13, 142, 19
78, 195, 30
146, 146, 20
6, 309, 15
309, 195, 21
195, 196, 25
6, 195, 17
195, 195, 31
195, 265, 15
265, 5, 9
5, 309, 40
309, 309, 38
309, 196, 8
196, 195, 7
196, 265, 20
5, 102, 91
102, 309, 140
309, 102, 150
102, 27, 110
27, 85, 49
85, 195, 123
195, 85, 95
85, 85, 48
265, 10, 18
10, 102, 52
6, 27, 25
27, 5, 43
5, 6, 60
195, 102, 35
309, 85, 16
85, 309, 11
27, 27, 18
27, 195, 10
195, 10, 9
10, 5, 7
