175, 174, 5
174, 174, 145
174, 57, 5
57, 175, 5
175, 54, 6
54, 175, 5
175, 6, 5
6, 3, 20
3, 6, 20
6, 174, 5
174, 11, 5
11, 45, 5
45, 33, 5
33, 192, 5
192, 33, 5
33, 5, 40
5, 197, 14
197, 192, 47
192, 6, 43
6, 33, 35
5, 3, 50
3, 197, 39
192, 192, 63
6, 192, 7
192, 243, 5
243, 125, 5
125, 125, 46
125, 91, 6
91, 258, 5
258, 311, 5
311, 240, 5
240, 240, 5
240, 174, 5
174, 175, 5
175, 191, 5
191, 122, 5
122, 268, 4
268, 45, 4
45, 45, 6
45, 5, 4
192, 3, 13
3, 3, 1040
6, 91, 11
91, 5, 9
6, 54, 2
54, 54, 6
54, 174, 2
174, 5, 1
5, 221, 1
221, 220, 1
220, 196, 1
196, 220, 1
220, 6, 1
6, 197, 5
192, 4, 1
4, 174, 1
174, 6, 1
91, 6, 3
6, 168, 7
168, 3, 933
3, 265, 950
265, 292, 5
292, 265, 7
265, 168, 1679
168, 168, 2053
168, 78, 18
78, 13, 3
13, 78, 5
78, 78, 139
78, 265, 24
265, 195, 7
195, 5, 11
5, 78, 2
78, 5, 10
5, 192, 3
3, 78, 28
265, 265, 1649
265, 3, 888
3, 168, 920
168, 265, 1695
168, 195, 6
195, 78, 9
265, 78, 26
13, 5, 2
5, 5, 14
5, 33, 5
33, 13, 2
78, 195, 9
78, 192, 3
192, 168, 3
168, 91, 3
91, 3, 12
78, 3, 19
292, 3, 2
5, 168, 5
3, 192, 6
192, 91, 8
91, 168, 3
78, 168, 20
265, 43, 130
43, 168, 108
168, 43, 101
43, 43, 53
168, 340, 10
340, 168, 17
43, 3, 90
43, 265, 98
3, 43, 64
43, 340, 3
340, 43, 5
3, 195, 14
195, 265, 5
195, 340, 5
195, 43, 1
265, 340, 12
340, 265, 8
195, 3, 5
195, 168, 3
168, 146, 57
146, 168, 64
146, 3, 84
3, 175, 53
175, 175, 68
175, 142, 109
142, 104, 45
104, 175, 13
175, 119, 20
119, 146, 13
146, 175, 24
142, 3, 152
265, 175, 49
175, 265, 35
265, 142, 154
142, 146, 111
146, 142, 122
142, 265, 149
142, 119, 33
119, 3, 8
3, 142, 124
142, 142, 285
3, 104, 46
104, 265, 38
119, 104, 4
104, 142, 45
142, 175, 89
146, 146, 49
146, 265, 77
265, 146, 100
146, 104, 25
265, 104, 33
104, 3, 47
3, 146, 65
104, 192, 1
142, 91, 5
91, 175, 3
175, 3, 29
175, 146, 32
175, 104, 9
104, 104, 18
104, 146, 18
119, 175, 7
265, 119, 10
119, 142, 28
3, 119, 5
265, 4, 3
4, 168, 5
265, 102, 44
102, 168, 44
102, 265, 39
168, 102, 40
3, 4, 7
4, 265, 1
265, 33, 3
33, 120, 1
120, 7, 1
7, 6, 1
102, 102, 7
265, 5, 3
5, 102, 2
102, 3, 3
102, 5, 2
5, 6, 21
265, 197, 1
197, 168, 1
265, 91, 1
91, 91, 6
91, 265, 4
6, 102, 1
102, 197, 1
197, 265, 1
102, 140, 1
140, 102, 1
3, 102, 3
265, 192, 3
192, 125, 2
125, 192, 1
192, 174, 1
174, 197, 1
3, 5, 14
197, 5, 2
3, 196, 1
196, 6, 1
6, 5, 11
197, 6, 5
195, 195, 125
195, 6, 8
5, 195, 8
6, 195, 5
195, 91, 2
5, 91, 3
91, 195, 1
195, 192, 3
6, 6, 8
3, 91, 9
197, 195, 4
197, 91, 2
91, 197, 3
195, 197, 3
33, 195, 1
195, 45, 1
45, 19, 1
19, 3, 161
3, 19, 162
19, 19, 109
19, 45, 1
45, 3, 2
19, 195, 1
195, 174, 1
174, 3, 1
168, 5, 3
78, 132, 1
132, 4, 1
4, 3, 11
168, 4, 1
168, 45, 1
45, 192, 1
33, 3, 13
3, 33, 16
33, 4, 10
4, 4, 6
4, 33, 6
33, 33, 4
3, 13, 2
78, 146, 6
146, 78, 5
168, 240, 2
240, 13, 1
13, 3, 1
168, 292, 5
91, 192, 2
146, 192, 2
192, 142, 2
119, 265, 12
91, 146, 4
265, 54, 1
54, 265, 1
54, 142, 1
146, 119, 4
91, 142, 1
192, 5, 3
6, 146, 1
168, 192, 3
192, 197, 1
168, 175, 1
5, 265, 2
43, 195, 1
3, 340, 3
340, 340, 1
340, 3, 3
174, 265, 1
168, 122, 1
122, 146, 1
195, 196, 1
196, 5, 1
33, 42, 1
42, 7, 1
7, 265, 1
3, 292, 1
292, 168, 2
292, 292, 3
168, 6, 2
6, 45, 1
197, 3, 4
192, 104, 1
119, 119, 1
104, 91, 1
142, 192, 2
78, 6, 2
6, 4, 1
102, 195, 1
33, 265, 3
265, 240, 1
240, 120, 1
120, 78, 2
78, 33, 3
197, 78, 2
33, 78, 2
78, 125, 5
125, 78, 6
265, 196, 1
196, 192, 1
192, 196, 1
196, 3, 1
6, 78, 1
125, 3, 1
78, 196, 1
196, 125, 1
91, 125, 1
240, 265, 2
265, 219, 1
219, 219, 1
219, 168, 1
195, 146, 1
146, 45, 1
45, 4, 1
4, 240, 1
146, 240, 1
240, 195, 1
13, 168, 1
168, 7, 2
7, 168, 1
3, 120, 1
192, 265, 1
5, 13, 1
122, 265, 1
7, 3, 1
3, 140, 1
140, 5, 1
