6, 6, 5519
6, 63, 196
63, 6, 554
6, 42, 127
42, 120, 493
120, 6, 661
6, 195, 2054
195, 120, 220
6, 114, 142
114, 114, 78
114, 1, 1
1, 1, 482
1, 252, 57
252, 252, 334
252, 1, 56
252, 54, 1
54, 175, 96
175, 120, 308
120, 175, 373
175, 175, 2866
175, 3, 333
3, 175, 409
3, 3, 31538
175, 7, 196
7, 3, 248
7, 175, 222
7, 119, 106
119, 174, 52
174, 54, 31
54, 3, 126
3, 120, 141
120, 120, 90
175, 54, 110
54, 140, 488
140, 3, 1088
175, 174, 380
174, 7, 102
119, 3, 18
54, 7, 7
7, 174, 82
174, 3, 127
120, 7, 104
7, 54, 9
120, 54, 3
140, 175, 8
140, 6, 427
6, 11, 189
11, 45, 431
45, 33, 429
33, 192, 520
192, 33, 458
33, 5, 3410
5, 197, 4630
197, 192, 6716
192, 6, 3977
6, 33, 3053
5, 3, 4169
3, 197, 3251
192, 192, 4261
6, 192, 535
192, 243, 349
243, 125, 351
125, 125, 3276
125, 91, 556
91, 258, 151
258, 311, 156
311, 240, 206
240, 240, 9003
240, 174, 160
174, 174, 4280
174, 175, 433
175, 191, 156
191, 122, 156
122, 268, 54
268, 45, 66
45, 45, 2601
45, 5, 302
192, 3, 2601
3, 6, 5937
6, 91, 3442
91, 5, 1406
91, 201, 36
201, 54, 15
54, 195, 64
195, 196, 346
196, 196, 1216
196, 38, 13
38, 6, 32
6, 7, 130
174, 5, 45
197, 197, 483
197, 6, 194
6, 13, 85
13, 195, 193
195, 4, 194
4, 4, 22343
4, 118, 81
118, 6, 208
91, 38, 72
38, 5, 66
3, 194, 2
194, 118, 16
5, 118, 66
6, 5, 2028
6, 221, 523
221, 4, 123
4, 13, 66
195, 118, 4
38, 118, 26
5, 4, 257
118, 120, 1
4, 194, 17
5, 221, 989
221, 221, 6325
221, 197, 465
192, 4, 155
4, 140, 350
140, 5, 54
5, 6, 824
6, 118, 13
4, 195, 135
118, 118, 12
6, 4, 214
4, 120, 91
120, 174, 31
197, 118, 1
4, 5, 224
118, 38, 15
174, 221, 42
221, 66, 25
66, 54, 6
54, 6, 55
63, 63, 69
6, 12, 13
12, 54, 4
54, 221, 17
221, 3, 219
3, 221, 177
221, 11, 49
91, 268, 11
6, 60, 9
60, 5, 33
221, 220, 133
220, 220, 320
220, 6, 224
5, 5, 4566
221, 199, 50
199, 201, 30
201, 33, 7
221, 5, 70
3, 45, 1124
45, 91, 185
91, 6, 670
5, 220, 415
221, 195, 63
195, 221, 29
195, 195, 9163
195, 5, 5145
192, 197, 65
197, 140, 178
140, 221, 84
221, 13, 9
13, 5, 62
3, 140, 827
91, 4, 100
3, 4, 4678
5, 13, 19
5, 45, 152
45, 118, 3
118, 45, 6
45, 6, 200
140, 13, 7
13, 4, 12
221, 118, 8
4, 38, 9
38, 10, 16
10, 10, 42
10, 118, 6
91, 10, 17
10, 221, 35
192, 125, 383
125, 192, 241
122, 54, 25
54, 45, 43
45, 192, 62
192, 5, 180
91, 197, 71
197, 85, 37
85, 85, 123
85, 195, 153
195, 174, 64
174, 195, 64
197, 5, 492
197, 45, 75
45, 3, 1014
91, 195, 1488
197, 3, 1042
91, 192, 102
192, 195, 97
195, 6, 501
6, 201, 37
201, 195, 40
195, 3, 1307
6, 3, 1393
3, 195, 923
5, 195, 2308
197, 54, 27
54, 197, 42
192, 140, 260
3, 192, 145
3, 91, 101
91, 45, 187
45, 195, 221
197, 240, 7
240, 5, 104
6, 125, 352
125, 6, 41
197, 91, 51
91, 3, 122
195, 192, 96
192, 45, 70
6, 191, 14
191, 3, 2
91, 33, 154
33, 33, 1628
33, 6, 177
195, 60, 6
195, 7, 5
174, 45, 81
5, 192, 249
33, 3, 267
125, 45, 51
174, 6, 152
197, 195, 111
3, 5, 491
195, 91, 117
6, 54, 151
191, 6, 9
195, 83, 1
83, 120, 1
7, 6, 38
11, 33, 38
6, 197, 132
125, 258, 6
258, 192, 1
85, 174, 9
201, 199, 36
199, 6, 6
6, 85, 14
85, 192, 2
6, 45, 274
195, 220, 129
220, 195, 162
5, 91, 258
5, 33, 183
33, 195, 630
195, 45, 120
197, 4, 62
4, 6, 396
